holiday,temp,rain_1h,snow_1h,weather_main,traffic_volume
7,265.65,0.0,0.0,1,4808
7,266.49,0.0,0.0,1,4766
7,267.4,0.0,0.0,1,5325
7,267.71,0.0,0.0,1,5960
7,268.13,0.0,0.0,1,6482
7,268.04,0.25,0.0,6,6216
7,267.95,0.0,0.0,1,4470
7,267.58,0.0,0.0,1,3466
7,266.46,0.0,0.0,1,2808
7,265.18,0.0,0.0,1,2303
7,263.59,0.0,0.0,0,1824
7,262.79,0.0,0.0,0,1037
7,262.17,0.0,0.0,0,535
7,261.77,0.0,0.0,0,327
7,261.51,0.0,0.0,0,240
7,261.57,0.0,0.0,0,367
7,261.79,0.0,0.0,0,843
7,261.86,0.0,0.0,0,2686
7,262.67,0.0,0.0,1,5705
7,263.87,0.0,0.0,1,6641
7,265.15,0.0,0.0,1,5909
7,266.58,0.0,0.0,1,4926
7,267.6,0.0,0.0,1,4397
7,270.31,0.0,0.0,1,4681
7,272.9,0.0,0.0,1,5007
7,274.18,0.0,0.0,1,4857
7,275.71,0.0,0.0,1,5384
7,276.36,0.0,0.0,1,5901
7,276.84,0.0,0.0,1,6470
7,277.34,0.0,0.0,1,6299
7,277.41,0.0,0.0,1,4715
7,276.82,0.0,0.0,1,3245
7,276.32,0.0,0.0,1,3192
7,276.03,0.0,0.0,1,4486
7,276.58,0.0,0.0,1,2168
7,277.07,0.0,0.0,1,1298
7,277.37,0.0,0.0,1,696
7,277.54,0.0,0.0,1,342
7,277.35,0.0,0.0,1,237
7,277.06,0.0,0.0,1,339
7,276.72,0.0,0.0,1,834
7,276.67,0.25,0.0,6,2693
7,276.7,0.25,0.0,6,5217
7,276.58,0.25,0.0,6,6218
7,276.45,0.25,0.0,6,5646
7,276.45,0.26,0.0,6,5480
7,276.39,0.28,0.0,6,4360
7,276.47,0.28,0.0,6,4656
7,276.47,0.44,0.0,6,5092
7,276.43,0.94,0.0,6,5078
7,276.36,2.05,0.0,6,5295
7,275.8,1.87,0.0,6,5713
7,274.57,1.14,0.0,6,6060
7,273.95,0.59,0.0,6,5661
7,273.89,0.52,0.0,6,4491
7,273.85,0.71,0.0,6,3020
7,273.51,0.36,0.0,6,2712
7,273.28,0.32,0.0,6,2497
7,272.87,0.25,0.0,6,1925
7,272.68,0.25,0.0,6,1074
7,272.52,0.0,0.0,1,582
7,272.46,0.0,0.0,1,376
7,272.39,0.0,0.0,1,286
7,272.32,0.0,0.0,1,429
7,272.02,0.3,0.0,6,799
7,271.8,0.0,0.0,1,2532
7,271.24,0.0,0.0,1,5471
7,270.41,0.0,0.0,1,6342
7,270.28,0.0,0.0,1,5889
7,270.9,0.25,0.0,6,5116
7,272.11,0.44,0.0,6,4774
7,273.27,0.58,0.0,6,5146
7,274.46,0.68,0.0,6,5638
7,275.01,0.6,0.0,6,5777
7,275.5,0.36,0.0,6,5674
7,275.55,0.25,0.0,6,6172
7,275.64,0.25,0.0,6,6421
7,274.98,0.25,0.0,6,5974
7,274.52,0.0,0.0,1,4869
7,274.27,0.0,0.0,1,3645
7,273.45,0.0,0.0,1,2859
7,272.52,0.25,0.0,6,2786
7,271.28,0.25,0.0,6,2584
7,270.6,0.0,0.0,0,1661
7,269.72,0.0,0.0,0,1074
7,269.19,0.0,0.0,1,644
7,268.68,0.0,0.0,0,561
7,267.96,0.0,0.0,0,386
7,267.37,0.0,0.0,0,372
7,266.88,0.0,0.0,0,701
7,266.19,0.0,0.0,0,1300
7,265.84,0.0,0.0,1,2084
7,267.75,0.0,0.0,0,3057
7,270.65,0.0,0.0,0,4140
7,273.59,0.0,0.0,0,4112
7,275.53,0.25,0.0,6,4579
7,276.46,0.25,0.0,6,4917
7,277.17,0.25,0.0,6,5225
7,278.04,0.0,0.0,1,5114
7,278.55,0.0,0.0,1,4780
7,279.19,0.0,0.0,1,4815
7,279.12,0.0,0.0,1,4665
7,278.74,0.0,0.0,1,4283
7,277.82,0.0,0.0,1,3956
7,276.41,0.0,0.0,1,2970
7,275.86,0.0,0.0,1,2877
7,275.6,0.0,0.0,1,3008
7,275.33,0.0,0.0,1,2507
7,275.17,0.0,0.0,0,1472
7,275.35,0.0,0.0,0,748
7,275.78,0.0,0.0,1,579
7,276.27,0.0,0.0,1,350
7,276.81,0.0,0.0,1,292
7,276.96,0.0,0.0,1,496
7,276.92,0.0,0.0,1,834
7,276.61,0.0,0.0,1,1158
7,277.54,0.0,0.0,1,1799
7,278.83,0.0,0.0,1,2727
7,280.11,0.0,0.0,1,3532
7,281.6,0.0,0.0,1,3794
7,283.41,0.0,0.0,1,4301
7,284.65,0.0,0.0,1,4652
7,285.62,0.0,0.0,1,4503
7,286.27,0.0,0.0,1,4198
7,287.12,0.0,0.0,1,4341
7,287.27,0.0,0.0,1,3915
7,286.78,0.0,0.0,1,3518
7,285.05,0.0,0.0,1,3018
7,283.57,0.0,0.0,1,2692
7,282.69,0.0,0.0,1,3476
7,281.71,0.0,0.0,1,1849
7,281.19,0.0,0.0,1,997
7,280.9,0.0,0.0,1,582
7,280.93,0.0,0.0,1,365
7,280.73,0.0,0.0,1,359
7,280.81,0.0,0.0,1,364
7,280.83,0.0,0.0,1,837
7,280.98,0.0,0.0,1,2613
7,280.95,0.0,0.0,1,5533
7,280.41,0.0,0.0,1,6318
7,280.71,0.0,0.0,1,5535
7,281.11,0.0,0.0,1,4848
7,280.7,0.44,0.0,6,4177
7,280.61,0.36,0.0,6,4379
7,280.69,0.25,0.0,6,4731
7,281.45,0.0,0.0,1,4816
7,283.26,0.0,0.0,1,5060
7,284.39,0.25,0.0,6,5431
7,284.4,0.25,0.0,6,6121
7,284.96,0.0,0.0,1,5827
7,285.83,0.0,0.0,0,4188
7,285.82,0.25,0.0,6,3121
7,285.0,0.42,0.0,6,2510
7,282.97,0.68,0.0,6,2111
7,277.4,0.0,0.0,1,1446
7,274.62,0.0,0.0,1,1000
7,272.84,0.0,0.0,1,544
7,272.32,0.0,0.0,1,341
7,272.19,0.0,0.0,1,233
7,271.84,0.0,0.0,1,381
7,270.75,0.0,0.0,1,787
7,268.93,0.0,0.0,1,2577
7,268.06,0.0,0.0,1,5511
7,267.35,0.0,0.0,1,6310
7,266.77,0.0,0.0,1,5565
7,266.67,0.0,0.0,1,4845
7,267.14,0.25,0.0,6,4223
7,269.03,0.0,0.0,1,4578
7,270.68,0.0,0.0,1,4760
7,271.88,0.27,0.0,6,4905
7,273.03,0.33,0.0,6,5131
7,274.33,0.25,0.0,6,5579
7,274.9,0.0,0.0,1,6397
7,275.33,0.0,0.0,1,6121
7,275.27,0.0,0.0,1,3912
7,274.52,0.0,0.0,1,3210
7,273.44,0.0,0.0,1,2797
7,272.31,0.0,0.0,1,2407
7,271.51,0.0,0.0,1,1618
7,270.96,0.0,0.0,1,987
7,270.35,0.0,0.0,1,564
7,269.78,0.0,0.0,1,316
7,269.37,0.0,0.0,1,269
7,268.55,0.0,0.0,1,366
7,267.92,0.0,0.0,0,804
7,266.96,0.0,0.0,0,2651
7,266.49,0.0,0.0,0,5691
7,266.27,0.0,0.0,1,6505
7,267.67,0.0,0.0,1,6023
7,269.63,0.0,0.0,1,5221
7,272.21,0.0,0.0,1,4502
7,273.7,0.0,0.0,1,4836
7,275.27,0.0,0.0,1,5017
7,276.24,0.0,0.0,1,5025
7,277.39,0.0,0.0,1,5340
7,277.94,0.0,0.0,1,5834
7,278.22,0.0,0.0,1,6641
7,278.03,0.0,0.0,1,6252
7,276.99,0.0,0.0,1,3282
7,276.65,0.0,0.0,1,2758
7,276.36,0.0,0.0,1,2408
7,276.3,0.0,0.0,1,1652
7,276.36,0.0,0.0,1,1008
7,276.41,0.0,0.0,1,592
7,276.6,0.0,0.0,1,335
7,276.6,0.0,0.0,1,260
7,276.34,0.0,0.0,1,355
7,276.23,0.0,0.0,1,786
7,275.86,0.25,0.0,6,2663
7,275.11,0.25,0.0,6,5477
7,274.47,0.0,0.0,1,6421
7,274.14,0.0,0.0,1,5565
7,273.87,0.0,0.0,1,5060
7,273.9,0.32,0.0,6,4526
7,274.22,0.25,0.0,6,4788
7,274.53,0.25,0.0,6,5062
7,274.51,0.25,0.0,6,5083
7,274.23,0.76,0.0,6,5174
7,273.72,0.52,0.0,6,5454
7,273.46,0.28,0.0,6,5835
7,273.11,0.25,0.0,6,5329
7,272.91,0.38,0.0,6,3439
7,272.77,0.51,0.0,6,2472
7,272.67,0.64,0.0,6,2004
7,272.24,3.05,0.0,6,1888
7,271.74,3.05,0.0,6,1548
7,271.63,2.03,0.0,6,1100
7,271.35,2.29,0.0,6,528
7,271.06,2.03,0.0,6,375
7,270.82,1.02,0.0,6,305
7,270.74,0.0,0.0,1,355
7,270.57,0.0,0.0,1,736
7,269.96,0.25,0.0,6,2085
7,269.68,0.0,0.0,1,3287
7,269.89,0.0,0.0,1,2578
7,270.36,0.51,0.0,6,3305
7,271.07,0.51,0.0,6,3869
7,272.07,0.51,0.0,6,3148
7,273.06,0.76,0.0,6,3462
7,274.06,0.57,0.0,6,3907
7,274.89,1.11,0.0,6,4124
7,275.81,2.13,0.0,6,4561
7,276.79,2.1,0.0,6,4811
7,277.3,1.63,0.0,6,5663
7,277.77,1.38,0.0,6,5084
7,277.89,0.96,0.0,6,4103
7,277.61,0.51,0.0,6,3271
7,276.19,0.32,0.0,6,2758
7,274.89,0.0,0.0,0,2625
7,273.85,0.0,0.0,0,2726
7,273.29,0.25,0.0,6,1665
7,272.75,0.0,0.0,0,1102
7,272.07,0.0,0.0,0,666
7,271.35,0.0,0.0,0,567
7,270.4,0.0,0.0,0,377
7,269.84,0.0,0.0,0,363
7,269.13,0.0,0.0,0,664
7,268.4,0.0,0.0,0,1284
7,268.04,0.0,0.0,1,1972
7,269.55,0.0,0.0,1,2974
7,271.74,0.25,0.0,6,3813
7,274.54,0.41,0.0,6,4232
7,276.29,0.51,0.0,6,4497
7,277.61,0.57,0.0,6,4949
7,278.79,0.81,0.0,6,4559
7,279.87,0.76,0.0,6,4847
7,280.76,0.25,0.0,6,4696
7,281.62,0.0,0.0,1,4665
7,281.87,0.0,0.0,1,4267
7,281.56,0.0,0.0,1,4117
7,281.1,0.0,0.0,1,3247
7,280.28,0.0,0.0,1,2749
7,279.6,0.0,0.0,1,4046
7,279.1,0.0,0.0,1,3949
7,278.49,0.0,0.0,1,2277
7,278.1,0.0,0.0,1,1277
7,278.19,0.0,0.0,1,793
7,278.42,0.0,0.0,1,574
7,278.69,0.0,0.0,1,376
7,278.77,0.0,0.0,1,297
7,278.57,0.0,0.0,1,443
7,278.21,0.0,0.0,1,723
7,278.04,0.0,0.0,1,1095
7,278.39,0.0,0.0,1,1715
7,279.71,0.0,0.0,1,2682
7,281.21,0.0,0.0,1,3515
7,282.81,0.0,0.0,0,3703
7,284.06,0.0,0.0,0,4241
7,285.42,0.0,0.0,0,4522
7,286.66,0.0,0.0,0,4215
7,288.3,0.0,0.0,0,4232
7,288.68,0.0,0.0,1,4242
7,288.99,0.0,0.0,1,3979
7,288.8,0.0,0.0,1,3525
7,288.19,0.0,0.0,1,3027
7,285.89,0.0,0.0,1,2643
7,282.05,0.0,0.0,1,2131
7,280.93,0.0,0.0,1,1753
7,280.8,0.0,0.0,1,1039
7,281.37,0.0,0.0,1,531
7,280.56,0.0,0.0,1,312
7,279.82,0.0,0.0,1,242
7,278.74,0.0,0.0,1,306
7,277.92,0.0,0.0,1,830
7,277.1,0.0,0.0,1,2672
7,276.67,0.0,0.0,1,5721
7,277.0,0.0,0.0,1,6590
7,277.3,0.0,0.0,1,6017
7,279.5,0.0,0.0,1,5192
7,282.22,0.0,0.0,1,4485
7,284.81,0.0,0.0,1,4647
7,285.64,0.0,0.0,1,5116
7,286.48,0.0,0.0,1,5480
7,287.01,0.0,0.0,1,5485
7,287.19,0.0,0.0,1,5747
7,287.18,0.0,0.0,1,6216
7,287.0,0.0,0.0,1,5785
7,286.34,0.0,0.0,1,4312
7,285.61,0.0,0.0,1,3144
7,283.47,0.0,0.0,1,2775
7,281.87,0.0,0.0,1,2277
7,280.92,0.0,0.0,1,1632
7,279.83,0.0,0.0,1,957
7,279.04,0.0,0.0,0,502
7,278.23,0.0,0.0,0,299
7,277.51,0.0,0.0,0,231
7,276.47,0.0,0.0,0,307
7,275.85,0.0,0.0,0,823
7,275.2,0.0,0.0,0,2780
7,274.48,0.0,0.0,1,5882
7,274.18,0.0,0.0,1,6816
7,274.93,0.0,0.0,0,6295
7,276.14,0.0,0.0,0,5226
7,277.92,0.0,0.0,1,4531
7,279.74,0.0,0.0,1,4755
7,281.49,0.0,0.0,1,5092
7,282.86,0.0,0.0,1,4968
7,283.37,0.0,0.0,1,5255
7,283.82,0.0,0.0,1,5991
7,283.84,0.0,0.0,1,6694
7,283.77,0.0,0.0,1,6437
7,283.29,0.0,0.0,1,4637
7,282.78,0.0,0.0,1,3357
7,281.08,0.0,0.0,1,2912
7,279.34,0.0,0.0,1,2793
7,276.66,0.0,0.0,0,3702
7,275.7,0.0,0.0,0,1204
7,274.55,0.0,0.0,0,574
7,273.58,0.0,0.0,0,372
7,273.39,0.0,0.0,0,277
7,273.56,0.0,0.0,1,375
7,274.35,0.0,0.0,1,846
7,275.01,0.0,0.0,1,2751
7,275.68,0.0,0.0,1,5888
7,276.31,0.0,0.0,1,6972
7,277.74,0.0,0.0,1,6217
7,280.45,0.0,0.0,1,5418
7,282.6,0.0,0.0,1,5116
7,285.59,0.0,0.0,1,5330
7,287.38,0.0,0.0,1,4985
7,288.63,0.0,0.0,1,5065
7,290.52,0.0,0.0,1,5313
7,291.94,0.0,0.0,1,6112
7,293.32,0.0,0.0,1,6876
7,293.94,0.0,0.0,1,6582
7,294.56,0.0,0.0,1,4810
7,293.59,0.0,0.0,1,3316
7,291.03,0.0,0.0,1,2903
7,290.15,0.0,0.0,1,2619
7,290.78,0.0,0.0,1,1974
7,290.22,0.0,0.0,1,1258
7,289.84,0.0,0.0,1,608
7,288.68,0.0,0.0,1,389
7,286.32,0.0,0.0,1,265
7,284.37,0.25,0.0,6,362
7,283.48,0.25,0.0,6,839
7,282.74,0.25,0.0,6,2793
7,281.44,0.0,0.0,1,5699
7,280.56,0.0,0.0,1,6699
7,281.28,0.0,0.0,1,6298
7,282.69,0.0,0.0,1,5379
7,284.37,0.0,0.0,1,4857
7,286.06,0.0,0.0,1,5269
7,287.01,0.0,0.0,1,5198
7,287.47,0.25,0.0,6,5035
7,288.03,0.0,0.0,1,5611
7,288.27,0.0,0.0,0,6128
7,288.66,0.0,0.0,1,6587
7,288.22,0.0,0.0,1,6352
7,287.66,0.0,0.0,1,4725
7,286.7,0.0,0.0,1,3487
7,285.76,0.0,0.0,1,3237
7,283.26,0.0,0.0,1,3724
7,281.13,0.0,0.0,1,3176
7,279.87,0.0,0.0,1,1391
7,279.07,0.0,0.0,0,680
7,278.62,0.0,0.0,1,373
7,278.59,0.0,0.0,1,306
7,278.68,0.0,0.0,1,430
7,278.88,0.0,0.0,1,760
7,278.98,0.0,0.0,1,2528
7,279.07,0.0,0.0,1,5651
7,279.21,0.0,0.0,1,6654
7,279.87,0.0,0.0,1,6160
7,281.09,0.0,0.0,1,5307
7,282.22,0.0,0.0,1,4792
7,284.15,0.0,0.0,1,5299
7,285.83,0.0,0.0,0,5345
7,287.83,0.0,0.0,0,5699
7,288.81,0.0,0.0,1,5842
7,289.57,0.0,0.0,1,6182
7,290.01,0.0,0.0,1,6719
7,290.16,0.0,0.0,1,6197
7,289.48,0.0,0.0,1,5297
7,288.7,0.0,0.0,1,3807
7,287.12,0.0,0.0,1,3217
7,285.14,0.0,0.0,0,2999
7,284.27,0.0,0.0,1,2606
7,284.23,0.0,0.0,1,1941
7,284.26,0.0,0.0,1,1139
7,284.42,0.0,0.0,1,683
7,284.28,0.0,0.0,1,550
7,283.97,0.0,0.0,1,385
7,283.36,0.0,0.0,1,390
7,282.55,0.25,0.0,6,720
7,281.71,0.32,0.0,6,1393
7,280.24,0.83,0.0,6,2394
7,279.94,0.7,0.0,6,3178
7,279.85,0.7,0.0,6,3740
7,280.43,0.25,0.0,6,4195
7,281.4,0.25,0.0,6,4682
7,282.88,0.0,0.0,1,5322
7,284.08,0.25,0.0,6,5099
7,284.91,0.0,0.0,1,4798
7,285.03,0.0,0.0,1,4776
7,285.3,0.25,0.0,6,4598
7,285.23,0.0,0.0,1,4390
7,284.71,0.0,0.0,1,4230
7,283.66,0.0,0.0,1,3357
7,282.53,0.25,0.0,6,2907
7,281.91,0.0,0.0,1,3265
7,281.15,0.0,0.0,1,3115
7,280.74,0.0,0.0,1,2094
7,280.36,0.0,0.0,1,1326
7,279.87,0.0,0.0,1,770
7,279.39,0.0,0.0,1,571
7,279.24,0.0,0.0,1,364
7,278.72,0.0,0.0,1,278
7,278.54,0.0,0.0,1,451
7,277.99,0.0,0.0,1,786
7,277.85,0.0,0.0,1,1159
7,278.11,0.0,0.0,1,1851
7,278.34,0.0,0.0,1,2628
7,278.51,0.0,0.0,1,3443
7,278.77,0.0,0.0,1,3874
7,278.3,0.0,0.0,1,4388
7,277.9,0.0,0.0,1,4267
7,277.56,0.0,0.0,1,4251
7,277.58,0.0,0.0,1,4211
7,277.46,0.0,0.0,1,4198
7,277.19,0.0,0.0,1,4134
7,276.92,1.02,0.0,6,3511
7,276.41,1.02,0.0,6,3009
7,275.89,0.0,0.0,1,2505
7,275.45,0.0,0.0,1,3286
7,275.21,0.0,0.0,1,2427
7,274.92,0.0,0.0,1,1015
7,273.96,0.0,0.0,1,504
7,273.3,0.25,0.0,6,336
7,272.8,0.25,0.0,6,254
7,272.33,0.0,0.0,1,334
7,271.86,0.0,0.0,1,801
7,271.41,0.0,0.0,1,2742
7,270.86,0.0,0.0,1,5770
7,270.84,0.0,0.0,1,6794
7,270.7,0.0,0.0,1,6037
7,271.18,0.0,0.0,1,5064
7,271.97,0.0,0.0,1,4446
7,272.91,0.0,0.0,1,4618
7,273.75,0.0,0.0,1,4777
7,274.61,0.0,0.0,1,4797
7,275.18,0.0,0.0,1,5044
7,275.28,0.0,0.0,1,5755
7,275.07,0.0,0.0,1,6353
7,275.04,0.0,0.0,1,6037
7,274.37,0.0,0.0,1,4219
7,273.71,0.0,0.0,1,2939
7,272.51,0.0,0.0,1,2697
7,271.77,0.0,0.0,1,2264
7,270.98,0.0,0.0,1,1528
7,270.51,0.0,0.0,1,944
7,269.99,0.0,0.0,1,529
7,269.23,0.0,0.0,1,316
7,268.51,0.0,0.0,1,243
7,267.74,0.0,0.0,1,355
7,267.38,0.0,0.0,0,807
7,267.3,0.0,0.0,0,2712
7,265.9,0.0,0.0,0,5938
7,266.29,0.0,0.0,0,6595
7,266.88,0.0,0.0,0,6271
7,268.02,0.0,0.0,0,5334
7,269.37,0.0,0.0,1,4644
7,270.52,0.0,0.0,0,4860
7,271.62,0.0,0.0,0,5064
7,272.54,0.0,0.0,1,5229
7,274.05,0.0,0.0,1,5538
7,274.99,0.0,0.0,1,6255
7,275.64,0.0,0.0,1,6877
7,275.96,0.0,0.0,1,6447
7,275.79,0.0,0.0,1,4813
7,275.26,0.0,0.0,1,3394
7,274.65,0.0,0.0,1,2801
7,274.37,0.0,0.0,1,2502
7,274.09,0.0,0.0,1,2017
7,274.21,0.0,0.0,1,1031
7,274.18,0.0,0.0,1,546
7,274.17,0.0,0.0,1,306
7,274.07,0.0,0.0,1,261
7,273.76,0.0,0.0,1,357
7,273.3,0.0,0.0,1,822
7,273.21,0.0,0.0,1,2728
7,273.16,0.0,0.0,1,5887
7,273.48,0.0,0.0,1,6948
7,273.74,0.0,0.0,1,5938
7,273.76,0.0,0.0,1,5250
7,273.36,0.0,0.0,1,4543
7,273.2,0.0,0.0,1,4608
7,273.56,0.25,0.0,6,4878
7,274.54,0.27,0.0,6,4827
7,274.99,0.25,0.0,6,5269
7,274.72,0.36,0.0,6,5770
7,274.17,0.38,0.0,6,6049
7,273.75,1.08,0.0,6,5857
7,273.43,1.71,0.0,6,4330
7,273.52,2.35,0.0,6,2891
7,273.4,1.86,0.0,6,2483
7,273.48,2.11,0.0,6,2125
7,273.42,2.86,0.0,6,1813
7,272.87,2.53,0.0,6,883
7,272.45,2.85,0.0,6,487
7,271.8,0.64,0.0,6,312
7,271.75,0.44,0.0,6,245
7,271.68,0.0,0.0,1,342
7,271.68,0.0,0.0,1,784
7,271.73,0.51,0.0,6,2712
7,271.73,0.51,0.0,6,5328
7,271.84,0.0,0.0,1,6261
7,271.94,0.0,0.0,1,5050
7,272.05,0.25,0.0,6,5241
7,272.56,0.0,0.0,1,4455
7,273.23,0.25,0.0,6,4931
7,274.26,0.46,0.0,6,4997
7,275.14,0.97,0.0,6,5089
7,276.05,1.78,0.0,6,5324
7,277.18,2.21,0.0,6,6023
7,277.77,1.3,0.0,6,6482
7,278.13,0.91,0.0,6,6347
7,278.09,0.51,0.0,6,4702
7,277.63,0.51,0.0,6,3430
7,276.24,0.0,0.0,0,3067
7,274.62,0.25,0.0,6,2851
7,273.17,0.25,0.0,6,2464
7,271.96,0.51,0.0,6,1319
7,271.12,0.0,0.0,0,751
7,270.63,0.0,0.0,0,431
7,270.06,0.0,0.0,0,328
7,269.64,0.0,0.0,0,338
7,269.24,0.0,0.0,0,667
7,268.93,0.0,0.0,0,2159
7,269.18,0.0,0.0,1,4969
7,270.19,0.0,0.0,1,5677
7,271.84,0.0,0.0,1,5420
7,274.43,0.0,0.0,1,4962
7,276.42,0.25,0.0,6,4790
7,278.77,0.51,0.0,6,5394
7,280.3,1.27,0.0,6,5748
7,281.6,0.64,0.0,6,5743
7,282.49,0.34,0.0,6,5807
7,283.21,0.0,0.0,1,5981
7,283.59,0.0,0.0,1,6022
7,283.12,0.0,0.0,1,5302
7,283.16,0.0,0.0,1,4508
7,283.23,0.0,0.0,1,3685
7,282.19,0.0,0.0,1,3102
7,281.05,0.0,0.0,1,2786
7,280.42,0.0,0.0,1,2831
7,280.04,0.0,0.0,1,1924
7,279.72,0.0,0.0,1,1246
7,279.63,0.25,0.0,6,754
7,279.7,0.25,0.0,6,592
7,279.78,0.0,0.0,1,330
7,279.95,0.0,0.0,1,334
7,280.07,0.0,0.0,1,626
7,279.66,0.0,0.0,1,1387
7,279.46,0.0,0.0,1,1938
7,279.95,0.0,0.0,1,2533
7,280.64,0.0,0.0,1,3405
7,281.45,0.0,0.0,1,3937
7,283.14,0.0,0.0,1,4154
7,285.58,0.0,0.0,1,4366
7,287.42,0.0,0.0,1,4496
7,289.56,0.0,0.0,1,4398
7,291.01,0.0,0.0,1,4283
7,291.29,0.38,0.0,6,4354
7,290.7,0.72,0.0,6,3845
7,289.13,0.92,0.0,6,3476
7,288.39,1.2,0.0,6,3071
7,287.59,0.47,0.0,6,2664
7,286.55,0.34,0.0,6,3178
7,285.71,0.8,0.0,6,3291
7,285.28,0.78,0.0,6,1980
7,284.66,0.84,0.0,6,1043
7,284.54,0.88,0.0,6,679
7,282.15,0.0,0.0,1,606
7,282.87,0.25,0.0,6,311
7,282.87,0.25,0.0,6,235
7,282.59,0.0,0.0,1,377
7,281.65,0.0,0.0,1,746
7,281.63,0.25,0.0,6,1121
7,282.86,0.25,0.0,6,1712
7,283.87,0.0,0.0,0,2528
7,294.15,0.0,0.0,1,3843
7,294.49,0.0,0.0,1,3938
7,295.22,0.0,0.0,1,4027
7,296.26,0.0,0.0,1,4218
7,296.59,0.0,0.0,1,4363
7,296.62,0.0,0.0,1,4464
7,296.15,0.0,0.0,1,4492
7,295.09,0.0,0.0,1,4301
7,292.54,0.0,0.0,1,3818
7,290.02,0.0,0.0,1,2975
7,289.4,0.0,0.0,1,1888
7,288.43,0.0,0.0,1,1132
7,287.87,0.0,0.0,1,599
7,287.21,0.0,0.0,1,330
7,287.15,0.38,0.0,6,255
7,286.89,0.64,0.0,6,334
7,286.84,0.66,0.0,6,768
7,286.74,0.88,0.0,6,2609
7,286.77,0.6,0.0,6,5483
7,286.3,0.32,0.0,6,6557
7,286.68,0.0,0.0,1,5803
7,288.0,0.34,0.0,6,5075
7,289.39,0.25,0.0,6,4420
7,291.24,0.0,0.0,1,4645
7,292.54,0.25,0.0,6,4793
7,292.92,0.25,0.0,6,5001
7,292.72,0.0,0.0,1,5208
7,292.36,0.0,0.0,1,5955
7,292.03,0.0,0.0,1,5955
7,291.41,0.0,0.0,1,6447
7,290.51,0.0,0.0,0,6447
7,289.96,0.0,0.0,0,6173
7,288.63,0.0,0.0,0,4614
7,287.82,0.0,0.0,0,3221
7,286.09,0.0,0.0,0,2963
7,284.47,0.0,0.0,0,4939
7,282.89,0.0,0.0,0,2101
7,281.18,0.0,0.0,0,1042
7,279.88,0.0,0.0,0,634
7,279.02,0.0,0.0,0,323
7,278.33,0.0,0.0,0,232
7,278.01,0.0,0.0,0,346
7,277.69,0.0,0.0,0,815
7,277.07,0.0,0.0,0,2783
7,275.85,0.0,0.0,0,5764
7,276.12,0.0,0.0,1,6816
7,278.0,0.0,0.0,1,6096
7,279.7,0.0,0.0,1,5369
7,280.89,0.0,0.0,1,4517
7,282.73,0.0,0.0,1,4701
7,283.91,0.0,0.0,1,5008
7,285.47,0.0,0.0,1,5156
7,286.23,0.0,0.0,1,5229
7,287.0,0.0,0.0,0,5919
7,287.32,0.0,0.0,0,6814
7,287.33,0.0,0.0,1,6559
7,287.03,0.0,0.0,1,4584
7,286.24,0.0,0.0,1,3374
7,285.13,0.0,0.0,1,3000
7,282.4,0.0,0.0,1,2530
7,281.15,0.0,0.0,1,1660
7,280.63,0.0,0.0,1,977
7,279.7,0.0,0.0,1,555
7,279.23,0.0,0.0,1,324
7,278.95,0.0,0.0,1,248
7,278.64,0.0,0.0,1,337
7,279.01,0.0,0.0,1,824
7,279.27,0.0,0.0,1,2783
7,279.46,0.0,0.0,1,5813
7,279.4,0.0,0.0,1,6943
7,279.76,0.0,0.0,1,6279
7,280.39,0.0,0.0,1,5287
7,280.75,0.0,0.0,1,4624
7,281.36,0.0,0.0,1,4805
7,281.54,0.0,0.0,1,5101
7,280.82,0.62,0.0,6,5148
7,279.58,0.9,0.0,6,5254
7,278.59,1.06,0.0,6,5633
7,277.96,0.68,0.0,6,6374
7,277.91,0.64,0.0,6,6347
7,278.2,0.43,0.0,6,4264
7,278.49,0.44,0.0,6,3063
7,278.59,1.12,0.0,6,2785
7,278.58,1.12,0.0,6,2308
7,278.78,0.89,0.0,6,1973
7,278.94,0.25,0.0,6,1005
7,279.16,0.25,0.0,6,556
7,279.34,0.0,0.0,1,297
7,279.57,0.25,0.0,6,269
7,279.54,0.0,0.0,1,342
7,279.2,1.46,0.0,6,810
7,278.79,1.22,0.0,6,2801
7,278.46,1.05,0.0,6,5215
7,278.12,1.2,0.0,6,5735
7,277.82,1.71,0.0,6,5646
7,277.87,1.8,0.0,6,5380
7,277.88,2.1,0.0,6,4425
7,277.93,2.22,0.0,6,4707
7,278.02,1.46,0.0,6,5021
7,278.32,0.94,0.0,6,5105
7,278.61,0.65,0.0,6,5432
7,278.9,0.47,0.0,6,5853
7,279.32,0.51,0.0,6,6643
7,279.51,0.64,0.0,6,6747
7,279.86,0.25,0.0,6,4713
7,280.09,0.64,0.0,6,3473
7,279.89,2.16,0.0,6,3243
7,279.62,0.25,0.0,6,3078
7,279.07,0.0,0.0,1,1968
7,278.0,0.0,0.0,1,3552
7,276.32,0.25,0.0,6,1335
7,275.61,0.0,0.0,1,473
7,275.51,0.0,0.0,0,349
7,275.55,0.25,0.0,6,371
7,275.22,0.25,0.0,6,762
7,274.63,0.0,0.0,1,2620
7,274.79,0.0,0.0,1,5515
7,275.64,0.25,0.0,6,5803
7,278.56,0.25,0.0,6,6033
7,280.69,0.38,0.0,6,5625
7,281.45,0.25,0.0,6,4855
7,282.49,0.25,0.0,6,5165
