holiday,workingday,weathersit,atemp,hum,windspeed,cnt
0,1,1,0.2273,0.75,0.19399999999999998,11
0,1,1,0.2273,0.8,0.19399999999999998,35
0,1,1,0.2424,0.75,0.1642,119
0,1,1,0.2879,0.7,0.0896,282
0,1,2,0.3333,0.7,0.0,157
0,1,2,0.3182,0.66,0.19399999999999998,78
0,1,2,0.3182,0.57,0.2239,78
0,1,2,0.3485,0.5,0.2239,102
0,1,2,0.3333,0.57,0.2836,97
0,1,2,0.3939,0.46,0.2985,88
0,1,2,0.3939,0.43,0.2836,90
0,1,2,0.3939,0.46,0.3284,114
0,1,2,0.3485,0.62,0.19399999999999998,217
0,1,2,0.3333,0.62,0.2985,225
0,1,2,0.3182,0.71,0.2836,152
0,1,2,0.3182,0.71,0.2836,88
0,1,3,0.3333,0.81,0.1045,55
0,1,2,0.3182,0.87,0.1642,21
0,1,2,0.3182,0.87,0.1642,18
0,1,3,0.2879,0.93,0.2537,8
0,1,3,0.2727,1.0,0.2985,3
0,1,2,0.2727,1.0,0.2239,3
0,1,2,0.303,0.93,0.1642,1
0,1,2,0.3182,0.93,0.1045,3
0,1,2,0.3182,0.93,0.1045,31
0,1,2,0.2879,0.93,0.19399999999999998,111
0,1,2,0.3182,0.93,0.0,253
0,1,2,0.3333,0.93,0.1343,154
0,1,2,0.3485,0.81,0.1642,68
0,1,2,0.3485,0.81,0.1343,75
0,1,2,0.4091,0.71,0.1045,88
0,1,2,0.4091,0.76,0.1343,99
0,1,2,0.4091,0.76,0.2239,100
0,1,2,0.4091,0.76,0.2537,101
0,1,2,0.4091,0.76,0.1642,151
0,1,2,0.4394,0.54,0.2985,253
0,1,2,0.4394,0.54,0.2239,237
0,1,2,0.4394,0.51,0.3284,168
0,1,2,0.4242,0.54,0.2985,121
0,1,2,0.4242,0.58,0.2836,78
0,1,2,0.4091,0.62,0.3881,59
0,1,1,0.4091,0.65,0.19399999999999998,27
0,1,1,0.3939,0.66,0.2537,23
0,1,1,0.3485,0.71,0.2239,12
0,1,1,0.303,0.71,0.2985,8
0,1,1,0.3333,0.66,0.1642,2
0,1,1,0.3333,0.71,0.19399999999999998,3
0,1,1,0.3333,0.76,0.1045,13
0,1,1,0.3182,0.76,0.19399999999999998,51
0,1,1,0.3333,0.76,0.1343,140
0,1,1,0.3485,0.66,0.1343,299
0,1,1,0.4091,0.62,0.2537,185
0,1,1,0.4394,0.54,0.3284,78
0,1,1,0.4394,0.54,0.2836,86
0,1,1,0.4848,0.45,0.2239,105
0,1,2,0.5,0.42,0.0896,111
0,1,1,0.4848,0.45,0.1045,119
0,1,1,0.5,0.42,0.2537,125
0,1,1,0.4848,0.48,0.2836,142
0,1,1,0.4848,0.42,0.19399999999999998,313
0,1,2,0.4545,0.59,0.1642,310
0,1,1,0.4394,0.58,0.19399999999999998,207
0,1,1,0.4242,0.67,0.2239,137
0,1,1,0.4242,0.62,0.2239,138
0,1,1,0.4091,0.66,0.2239,87
0,1,1,0.4242,0.62,0.2836,50
0,1,1,0.4242,0.58,0.2836,29
0,1,1,0.4091,0.62,0.2537,16
0,1,1,0.4091,0.62,0.19399999999999998,14
0,1,1,0.3485,0.71,0.19399999999999998,5
0,1,1,0.3939,0.66,0.1642,10
0,1,1,0.4091,0.66,0.19399999999999998,36
0,1,1,0.4091,0.66,0.19399999999999998,123
0,1,1,0.4242,0.67,0.2537,280
0,1,1,0.4545,0.63,0.2239,210
0,1,1,0.5,0.53,0.2836,117
0,1,1,0.5152,0.52,0.2836,159
0,1,2,0.5303,0.49,0.3582,195
0,1,1,0.6212,0.41,0.2836,175
0,1,1,0.6212,0.39,0.2537,174
0,1,2,0.6364,0.39,0.3582,173
0,1,1,0.6364,0.39,0.2836,204
0,1,1,0.6364,0.37,0.3284,332
0,1,1,0.6364,0.39,0.1642,331
0,1,1,0.6212,0.44,0.1343,190
0,1,1,0.6212,0.46,0.1343,149
0,1,1,0.6212,0.46,0.1045,113
0,1,1,0.6212,0.5,0.1642,118
0,1,2,0.6212,0.53,0.2239,86
0,0,2,0.6212,0.53,0.2537,76
0,0,2,0.5455,0.46,0.3582,51
0,0,2,0.5303,0.43,0.2239,25
0,0,2,0.5152,0.39,0.3284,8
0,0,1,0.5,0.34,0.4179,3
0,0,1,0.5,0.34,0.4179,2
0,0,1,0.4394,0.44,0.4179,10
0,0,1,0.4091,0.5,0.3284,13
0,0,1,0.4242,0.47,0.4925,48
0,0,1,0.4242,0.44,0.4627,76
0,0,1,0.4394,0.38,0.4179,140
0,0,1,0.4545,0.36,0.4478,196
0,0,1,0.4545,0.33,0.4179,267
0,0,1,0.4848,0.34,0.4627,301
0,0,1,0.4848,0.31,0.4925,312
0,0,1,0.4848,0.29,0.4179,313
0,0,1,0.4848,0.31,0.3881,304
0,0,1,0.4697,0.31,0.3284,278
0,0,1,0.4545,0.31,0.3284,217
0,0,1,0.4394,0.33,0.2836,154
0,0,1,0.4242,0.35,0.2239,108
0,0,1,0.4091,0.37,0.2985,93
0,0,1,0.4091,0.37,0.3284,72
0,0,1,0.3939,0.4,0.2985,50
0,0,1,0.303,0.49,0.4179,40
0,0,1,0.2879,0.53,0.3582,24
0,0,1,0.2879,0.52,0.2836,30
0,0,1,0.2727,0.56,0.2537,12
0,0,1,0.2576,0.56,0.2239,3
0,0,1,0.2576,0.6,0.19399999999999998,9
0,0,1,0.2576,0.6,0.2239,4
0,0,1,0.2273,0.6,0.2239,14
0,0,1,0.2727,0.56,0.1642,37
0,0,1,0.303,0.52,0.1343,78
0,0,2,0.3485,0.45,0.0,136
0,0,1,0.3485,0.39,0.1045,203
0,0,1,0.3636,0.4,0.1045,228
0,0,1,0.3939,0.34,0.0,203
0,0,1,0.4091,0.3,0.0,279
0,0,1,0.4091,0.32,0.0896,308
0,0,1,0.4242,0.32,0.0,224
0,0,1,0.4091,0.35,0.2836,226
0,0,1,0.3939,0.4,0.3582,156
0,0,1,0.3333,0.43,0.2836,79
0,0,1,0.3333,0.46,0.2836,67
0,0,2,0.3182,0.53,0.2836,49
0,0,2,0.303,0.53,0.3284,38
0,0,3,0.303,0.61,0.3881,24
0,1,3,0.303,0.66,0.3881,13
0,1,2,0.303,0.71,0.3881,7
0,1,2,0.303,0.71,0.3284,6
0,1,2,0.303,0.71,0.3284,1
0,1,1,0.303,0.81,0.2985,2
0,1,3,0.303,0.76,0.2537,32
0,1,3,0.2727,0.87,0.4179,18
0,1,2,0.2727,0.87,0.4179,98
0,1,2,0.303,0.81,0.3284,127
0,1,2,0.3939,0.76,0.3881,62
0,1,2,0.4242,0.71,0.2985,79
0,1,2,0.4394,0.77,0.2537,81
0,1,2,0.4848,0.63,0.2239,112
0,1,2,0.5152,0.64,0.2239,101
0,1,2,0.5303,0.6,0.2239,107
0,1,2,0.5152,0.64,0.2836,141
0,1,2,0.5152,0.64,0.2537,272
0,1,2,0.5,0.72,0.2239,276
0,1,1,0.5455,0.6,0.4179,221
0,1,1,0.5303,0.64,0.19399999999999998,122
0,1,1,0.4545,0.94,0.19399999999999998,91
0,1,1,0.4545,0.88,0.2239,78
0,1,1,0.4545,0.88,0.0896,30
0,1,1,0.4545,0.88,0.19399999999999998,11
0,1,1,0.4242,1.0,0.1343,19
0,1,1,0.4394,0.94,0.0896,1
0,1,1,0.4394,0.82,0.2239,5
0,1,2,0.4242,0.82,0.1642,1
0,1,2,0.4091,0.87,0.1343,12
0,1,1,0.4091,0.87,0.2537,60
0,1,2,0.4091,0.76,0.1045,136
0,1,2,0.4091,0.58,0.2985,336
0,1,2,0.4091,0.58,0.4627,178
0,1,2,0.4394,0.54,0.2985,124
0,1,1,0.4394,0.51,0.3284,86
0,1,1,0.4545,0.47,0.2537,121
0,1,1,0.4848,0.45,0.2239,106
0,1,1,0.4848,0.42,0.3284,101
0,1,1,0.4848,0.42,0.2239,134
0,1,1,0.4848,0.42,0.1045,165
0,1,1,0.4848,0.42,0.1045,307
0,1,1,0.4697,0.44,0.0896,312
0,1,2,0.4394,0.54,0.2537,164
0,1,2,0.4394,0.54,0.3582,135
0,1,2,0.4242,0.54,0.2836,87
0,1,2,0.4091,0.58,0.2537,70
0,1,2,0.4091,0.58,0.2537,32
0,1,3,0.3485,0.71,0.2239,11
0,1,3,0.3182,0.76,0.2239,7
0,1,3,0.3182,0.76,0.2239,2
0,1,2,0.3182,0.76,0.2537,3
0,1,3,0.3182,0.87,0.19399999999999998,10
0,1,2,0.3182,0.87,0.2537,44
0,1,2,0.303,0.93,0.2239,118
0,1,2,0.3182,0.87,0.19399999999999998,261
0,1,2,0.303,0.81,0.2537,182
0,1,2,0.3182,0.81,0.2836,75
0,1,2,0.3333,0.87,0.19399999999999998,71
0,1,2,0.3182,0.87,0.2239,87
0,1,3,0.3333,0.87,0.1343,108
0,1,2,0.3636,0.87,0.1045,84
0,1,2,0.3939,0.82,0.2239,85
0,1,2,0.4091,0.76,0.2239,136
0,1,2,0.4091,0.76,0.2239,273
0,1,3,0.3939,0.82,0.2537,238
0,1,3,0.3939,0.82,0.2537,159
0,1,3,0.303,0.87,0.6418,75
0,1,3,0.2879,1.0,0.4179,22
0,1,2,0.3182,0.93,0.1642,44
0,1,3,0.3333,0.9,0.0,26
0,1,2,0.303,0.93,0.2239,11
0,1,2,0.2879,1.0,0.2239,3
0,1,2,0.2879,1.0,0.2537,6
0,1,2,0.2727,1.0,0.19399999999999998,1
0,1,2,0.2727,1.0,0.19399999999999998,1
0,1,2,0.2727,0.93,0.2239,9
0,1,2,0.2727,0.93,0.2239,41
0,1,3,0.2576,1.0,0.2239,108
0,1,3,0.2273,1.0,0.2985,124
0,1,2,0.2576,0.93,0.2239,97
0,1,2,0.2273,0.93,0.3284,65
0,1,2,0.2727,0.81,0.2985,71
0,1,2,0.2727,0.7,0.3284,94
0,1,2,0.303,0.7,0.2239,101
0,1,2,0.303,0.7,0.1343,83
0,1,2,0.2879,0.7,0.2537,90
0,1,2,0.2879,0.65,0.2239,84
0,1,2,0.2879,0.7,0.2239,233
0,1,2,0.2727,0.61,0.2985,214
0,1,1,0.2727,0.56,0.3881,138
0,1,1,0.2576,0.61,0.2836,118
0,1,1,0.2576,0.65,0.2239,78
0,1,1,0.2576,0.65,0.1642,62
0,1,1,0.2273,0.65,0.19399999999999998,33
0,1,1,0.2273,0.6,0.19399999999999998,18
0,1,1,0.2121,0.69,0.1642,5
0,1,1,0.19699999999999998,0.69,0.2239,5
0,1,1,0.2273,0.69,0.1045,2
0,1,1,0.2121,0.74,0.1045,5
0,1,1,0.19699999999999998,0.74,0.1642,9
0,1,1,0.1818,0.74,0.2239,32
0,1,1,0.1818,0.59,0.3582,104
0,1,1,0.2121,0.51,0.2836,237
0,1,1,0.2121,0.48,0.2985,166
0,1,1,0.2576,0.48,0.0,68
0,1,1,0.2879,0.45,0.2836,75
0,1,1,0.303,0.42,0.2537,145
0,1,1,0.3182,0.39,0.19399999999999998,138
0,1,1,0.3333,0.32,0.3284,133
0,1,2,0.3182,0.36,0.2537,122
0,1,2,0.303,0.34,0.2985,150
0,1,2,0.2879,0.36,0.3582,225
0,1,1,0.2879,0.39,0.2537,198
0,1,2,0.2879,0.36,0.2836,135
0,1,2,0.303,0.39,0.1343,81
0,1,2,0.303,0.39,0.1642,75
0,1,2,0.2576,0.38,0.3284,43
0,1,2,0.2424,0.38,0.2836,39
0,0,2,0.2424,0.38,0.2836,28
0,0,1,0.2273,0.38,0.2985,27
0,0,1,0.2121,0.44,0.2239,25
0,0,1,0.19699999999999998,0.47,0.19399999999999998,9
0,0,1,0.2121,0.44,0.2239,6
0,0,1,0.19699999999999998,0.51,0.19399999999999998,8
0,0,1,0.1818,0.55,0.19399999999999998,10
0,0,1,0.19699999999999998,0.51,0.19399999999999998,41
0,0,1,0.2273,0.44,0.1343,66
0,0,1,0.2424,0.41,0.1343,100
0,0,1,0.2576,0.41,0.1642,125
0,0,1,0.2727,0.38,0.1642,168
0,0,1,0.2879,0.36,0.19399999999999998,227
0,0,1,0.303,0.33,0.2239,239
0,0,1,0.3182,0.29,0.2239,216
0,0,1,0.3333,0.29,0.19399999999999998,219
0,0,1,0.3333,0.23,0.19399999999999998,248
0,0,1,0.303,0.24,0.2239,203
0,0,2,0.3182,0.21,0.1642,153
0,0,2,0.2727,0.45,0.2537,138
0,0,2,0.2727,0.45,0.2537,85
0,0,2,0.2576,0.44,0.19399999999999998,51
0,0,2,0.2727,0.41,0.2239,63
0,0,2,0.2424,0.44,0.2836,41
0,0,2,0.2576,0.41,0.1642,31
0,0,2,0.2273,0.52,0.19399999999999998,20
0,0,3,0.2273,0.55,0.19399999999999998,21
0,0,3,0.19699999999999998,0.69,0.2239,14
0,0,3,0.19699999999999998,0.74,0.1642,6
0,0,3,0.1818,0.86,0.1343,2
0,0,3,0.1667,0.86,0.1642,7
0,0,1,0.19699999999999998,0.69,0.2239,14
0,0,1,0.2273,0.55,0.1343,54
0,0,2,0.2121,0.55,0.2239,86
0,0,2,0.2424,0.48,0.1642,108
0,0,2,0.2576,0.44,0.2239,163
0,0,1,0.2879,0.39,0.2239,147
0,0,1,0.3182,0.36,0.1642,164
0,0,1,0.303,0.36,0.2836,172
0,0,1,0.3333,0.34,0.0,143
0,0,1,0.303,0.31,0.2537,159
0,0,1,0.2879,0.33,0.19399999999999998,137
0,0,1,0.2879,0.31,0.2239,103
0,0,1,0.2727,0.36,0.1642,57
0,0,1,0.2576,0.41,0.1642,36
0,0,1,0.2576,0.41,0.1642,30
0,0,1,0.2576,0.44,0.19399999999999998,19
0,1,1,0.2273,0.55,0.19399999999999998,12
0,1,1,0.2273,0.44,0.19399999999999998,6
0,1,1,0.2273,0.44,0.1642,5
0,1,1,0.2273,0.44,0.1642,2
0,1,1,0.1818,0.43,0.19399999999999998,8
0,1,1,0.1667,0.34,0.2836,40
0,1,1,0.1818,0.32,0.3284,110
0,1,1,0.19699999999999998,0.34,0.2239,254
0,1,2,0.2121,0.32,0.2239,121
0,1,1,0.2273,0.3,0.19399999999999998,69
0,1,2,0.2424,0.3,0.2836,57
0,1,2,0.2727,0.25,0.0,79
0,1,2,0.2879,0.24,0.2239,83
0,1,1,0.303,0.22,0.2239,80
0,1,1,0.303,0.24,0.2836,72
0,1,1,0.3182,0.23,0.2239,132
0,1,1,0.303,0.23,0.2985,252
0,1,1,0.303,0.21,0.2836,241
0,1,1,0.303,0.22,0.1343,173
0,1,1,0.3333,0.22,0.1045,112
0,1,1,0.3333,0.21,0.1343,61
0,1,1,0.2879,0.22,0.2239,40
0,1,1,0.2576,0.24,0.2985,19
0,1,1,0.2273,0.28,0.3284,16
0,1,1,0.2121,0.32,0.2985,4
0,1,1,0.2121,0.32,0.2985,3
0,1,1,0.2121,0.32,0.2985,3
0,1,1,0.2121,0.44,0.1642,2
0,1,1,0.2121,0.37,0.2537,8
0,1,1,0.2121,0.41,0.2985,50
0,1,1,0.19699999999999998,0.41,0.3582,133
0,1,1,0.2121,0.35,0.3582,287
0,1,1,0.2576,0.28,0.3881,172
0,1,1,0.2727,0.24,0.2985,59
0,1,2,0.303,0.25,0.3881,81
0,1,1,0.3333,0.25,0.1642,106
0,1,1,0.303,0.25,0.2985,104
0,1,1,0.3333,0.25,0.2537,86
0,1,1,0.3939,0.25,0.2239,87
0,1,1,0.3939,0.22,0.1642,136
0,1,1,0.4091,0.2,0.1343,299
0,1,1,0.3636,0.21,0.0896,294
0,1,1,0.3333,0.23,0.19399999999999998,190
0,1,1,0.3636,0.21,0.0896,132
0,1,1,0.3636,0.42,0.0,83
0,1,1,0.3636,0.49,0.0,55
0,1,2,0.3333,0.57,0.1045,35
0,1,2,0.3485,0.57,0.0,11
0,1,1,0.3485,0.39,0.0,10
0,1,2,0.3485,0.57,0.0,4
0,1,2,0.3485,0.49,0.0,4
0,1,2,0.3485,0.57,0.0,1
0,1,2,0.2879,0.56,0.19399999999999998,7
0,1,2,0.303,0.49,0.1343,48
0,1,2,0.3333,0.45,0.1045,136
0,1,2,0.3182,0.49,0.1642,263
0,1,2,0.303,0.45,0.2239,154
0,1,2,0.3182,0.46,0.2239,64
0,1,2,0.3182,0.46,0.2537,90
0,1,2,0.3333,0.46,0.1642,80
0,1,2,0.3485,0.46,0.2239,98
0,1,2,0.3333,0.46,0.2985,80
0,1,3,0.2576,0.81,0.2985,70
0,1,3,0.2727,0.87,0.2537,36
0,1,3,0.2727,0.93,0.1045,116
0,1,2,0.2576,0.93,0.2239,85
0,1,2,0.2576,0.93,0.2239,72
0,1,3,0.2121,0.93,0.2985,44
0,1,2,0.2273,0.93,0.2537,27
0,1,3,0.2273,0.93,0.2239,24
0,1,3,0.2121,0.93,0.2836,12
0,1,3,0.2273,0.93,0.2239,3
0,1,3,0.2273,0.93,0.19399999999999998,5
0,1,3,0.2273,0.93,0.19399999999999998,5
0,1,3,0.2273,0.93,0.2239,1
0,1,3,0.2273,0.93,0.2537,2
0,1,3,0.2273,0.93,0.2239,8
0,1,3,0.2121,0.93,0.2985,36
0,1,3,0.2273,0.93,0.2537,92
0,1,2,0.2273,1.0,0.2537,192
0,1,3,0.2424,0.93,0.2537,132
0,1,3,0.2424,0.93,0.2537,69
0,1,3,0.2727,0.93,0.19399999999999998,58
0,1,3,0.2727,0.93,0.19399999999999998,90
0,1,3,0.303,0.87,0.1343,68
0,1,3,0.303,0.87,0.1343,76
0,1,3,0.2727,0.87,0.2985,65
0,1,2,0.2879,0.87,0.2537,85
0,1,2,0.2879,0.87,0.2537,168
0,1,2,0.303,0.87,0.1343,177
0,1,2,0.303,0.87,0.1343,130
0,1,3,0.2576,0.93,0.2836,85
0,1,2,0.2727,0.93,0.1642,60
0,1,3,0.2727,0.93,0.2537,51
0,1,3,0.2576,1.0,0.1642,27
0,1,3,0.2576,1.0,0.1642,6
0,1,3,0.2576,1.0,0.1642,4
0,1,3,0.2576,0.93,0.19399999999999998,7
0,1,2,0.2273,0.93,0.2537,4
0,1,2,0.2273,0.93,0.2537,3
0,1,3,0.2273,0.93,0.2239,12
0,1,3,0.2273,0.93,0.2239,28
0,1,3,0.2424,0.93,0.0,95
0,1,2,0.2424,0.87,0.2537,206
0,1,1,0.2879,0.7,0.3582,173
0,1,1,0.303,0.66,0.2836,75
0,1,1,0.2879,0.61,0.3582,89
0,1,1,0.303,0.53,0.3582,95
0,1,1,0.3333,0.5,0.3582,110
0,1,2,0.3333,0.46,0.3582,87
0,1,1,0.303,0.46,0.4179,111
0,1,1,0.303,0.46,0.4179,167
0,1,1,0.303,0.46,0.3284,281
0,1,1,0.303,0.46,0.3284,241
0,1,1,0.303,0.49,0.3284,136
0,1,1,0.3182,0.53,0.19399999999999998,77
0,1,1,0.3333,0.53,0.1343,93
0,1,1,0.303,0.56,0.1642,74
0,1,1,0.3182,0.61,0.0896,53
0,0,2,0.3333,0.61,0.0,32
0,0,1,0.2727,0.65,0.1343,32
0,0,1,0.2424,0.75,0.1343,21
0,0,1,0.2424,0.7,0.1642,9
0,0,1,0.2424,0.7,0.1642,5
0,0,2,0.2424,0.75,0.1642,5
0,0,1,0.2727,0.7,0.1045,12
0,0,2,0.2727,0.7,0.1045,18
0,0,1,0.3182,0.7,0.1045,55
0,0,2,0.3485,0.66,0.1045,87
0,0,2,0.3485,0.57,0.1642,154
0,0,2,0.4091,0.47,0.1642,198
0,0,3,0.3333,0.81,0.1343,184
0,0,1,0.3333,0.81,0.1343,137
0,0,3,0.303,0.76,0.3284,190
0,0,3,0.303,0.76,0.3881,136
0,0,1,0.3939,0.62,0.3284,196
0,0,1,0.3939,0.54,0.3582,184
0,0,1,0.3939,0.54,0.19399999999999998,179
0,0,1,0.3333,0.53,0.3582,148
0,0,1,0.3182,0.53,0.2836,85
0,0,1,0.303,0.61,0.2537,77
0,0,1,0.303,0.61,0.2985,55
0,0,1,0.3182,0.61,0.1642,53
0,0,1,0.2879,0.65,0.19399999999999998,39
0,0,1,0.3182,0.61,0.1045,34
0,0,1,0.2727,0.7,0.1343,24
0,0,1,0.3333,0.61,0.0,11
0,0,1,0.303,0.7,0.0896,3
0,0,1,0.2727,0.65,0.2239,5
0,0,1,0.2727,0.65,0.19399999999999998,33
0,0,1,0.303,0.57,0.2239,33
0,0,1,0.3333,0.57,0.1642,62
0,0,1,0.3182,0.5,0.4925,142
0,0,1,0.4091,0.43,0.4179,215
0,0,1,0.4242,0.41,0.2537,243
0,0,1,0.4394,0.38,0.2836,313
0,0,1,0.4394,0.33,0.2985,367
0,0,1,0.4545,0.31,0.1343,349
0,0,2,0.4545,0.33,0.0,292
0,0,2,0.4545,0.31,0.19399999999999998,303
0,0,2,0.4545,0.28,0.1343,274
0,0,2,0.4545,0.31,0.0,172
0,0,2,0.4242,0.44,0.19399999999999998,144
0,0,3,0.4242,0.41,0.2239,79
0,0,2,0.4242,0.44,0.2239,45
0,0,1,0.4091,0.43,0.1045,36
0,0,1,0.4091,0.5,0.0896,31
0,1,1,0.4091,0.5,0.2239,6
0,1,1,0.4091,0.56,0.3582,11
0,1,1,0.3939,0.66,0.2537,2
0,1,1,0.3939,0.66,0.2836,1
0,1,1,0.3939,0.71,0.2985,2
0,1,1,0.4091,0.62,0.2537,7
0,1,1,0.4242,0.58,0.2836,46
0,1,2,0.4394,0.54,0.2537,157
0,1,2,0.4545,0.55,0.2985,339
0,1,2,0.4848,0.51,0.3881,158
0,1,2,0.5152,0.45,0.3582,90
0,1,1,0.6212,0.4,0.3881,124
0,1,1,0.6212,0.36,0.4627,157
0,1,1,0.6364,0.34,0.3284,139
0,1,2,0.6515,0.27,0.4925,123
0,1,1,0.6667,0.23,0.5522,143
0,1,1,0.6515,0.22,0.5224,189
0,1,1,0.6515,0.23,0.6119,366
0,1,2,0.6364,0.23,0.4925,386
0,1,1,0.6364,0.24,0.4627,278
0,1,2,0.6364,0.24,0.5522,173
0,1,2,0.6364,0.3,0.4478,95
0,1,2,0.6364,0.36,0.4627,75
0,1,2,0.6212,0.47,0.2239,48
0,1,1,0.6212,0.5,0.1045,22
0,1,3,0.6212,0.57,0.4179,15
0,1,2,0.5152,0.73,0.3284,5
0,1,2,0.5152,0.73,0.3284,4
0,1,3,0.4848,0.88,0.4925,2
0,1,3,0.4545,0.94,0.2985,5
0,1,2,0.4697,0.88,0.3284,38
0,1,2,0.4697,0.88,0.3284,134
0,1,3,0.3939,0.87,0.5821,157
0,1,3,0.3182,0.87,0.4925,46
0,1,3,0.303,0.81,0.3881,28
0,1,3,0.2879,0.81,0.4478,19
0,1,2,0.303,0.71,0.3881,38
0,1,2,0.3333,0.63,0.4179,56
0,1,2,0.3182,0.57,0.4925,76
0,1,1,0.4091,0.46,0.4627,68
0,1,1,0.3939,0.46,0.4179,130
0,1,1,0.4242,0.38,0.4179,273
0,1,1,0.3939,0.4,0.4925,267
0,1,1,0.3333,0.43,0.2985,160
0,1,1,0.3182,0.46,0.2836,91
0,1,1,0.2879,0.46,0.5224,89
0,1,1,0.303,0.49,0.2985,46
0,1,1,0.2879,0.49,0.2836,26
0,1,1,0.3182,0.49,0.1045,15
0,1,1,0.2727,0.6,0.1343,2
0,1,1,0.2424,0.7,0.1343,5
0,1,1,0.2727,0.6,0.1343,4
0,1,1,0.2424,0.65,0.1343,1
0,1,1,0.2576,0.7,0.1045,13
0,1,1,0.2576,0.7,0.1045,56
0,1,1,0.2727,0.65,0.1045,133
0,1,1,0.303,0.61,0.2239,325
0,1,1,0.3333,0.46,0.2537,165
0,1,1,0.4091,0.37,0.3881,69
0,1,1,0.4242,0.38,0.3881,93
0,1,1,0.4394,0.41,0.2537,134
0,1,1,0.4545,0.38,0.4925,112
0,1,1,0.4848,0.34,0.4179,115
0,1,1,0.5,0.32,0.3284,117
0,1,1,0.5152,0.28,0.4179,169
0,1,1,0.5,0.32,0.4478,356
0,1,1,0.5,0.29,0.3582,325
0,1,1,0.4848,0.31,0.2985,232
0,1,1,0.4545,0.51,0.2239,141
0,1,1,0.4545,0.41,0.2836,102
0,1,1,0.4545,0.41,0.2836,84
0,1,1,0.4545,0.41,0.2985,40
0,1,1,0.4545,0.41,0.2836,20
0,1,1,0.4242,0.47,0.1343,13
0,1,1,0.4242,0.54,0.0,7
0,1,1,0.3485,0.66,0.19399999999999998,3
0,1,1,0.3333,0.76,0.19399999999999998,1
0,1,1,0.3182,0.76,0.2239,6
0,1,1,0.303,0.81,0.2537,64
0,1,2,0.3333,0.76,0.1642,160
0,1,1,0.3485,0.76,0.19399999999999998,314
0,1,2,0.4091,0.66,0.1343,170
0,1,2,0.4242,0.67,0.1045,95
0,1,2,0.4545,0.55,0.0,122
0,1,2,0.4545,0.55,0.0,153
0,1,2,0.5,0.48,0.0896,135
0,1,1,0.5303,0.43,0.0896,157
0,1,1,0.6212,0.38,0.1045,160
0,1,1,0.6212,0.35,0.0,213
0,1,1,0.5,0.52,0.2836,343
0,1,1,0.4697,0.55,0.2537,333
0,1,1,0.4545,0.59,0.2985,226
0,1,1,0.4394,0.62,0.1642,203
0,1,2,0.4394,0.67,0.2836,108
0,1,2,0.4091,0.76,0.19399999999999998,81
0,1,1,0.3939,0.76,0.2537,54
0,1,2,0.3485,0.76,0.2239,25
0,1,2,0.3333,0.76,0.1343,9
0,1,3,0.3333,0.76,0.1642,13
0,1,3,0.3333,0.76,0.1642,1
0,1,2,0.3333,0.86,0.1343,1
0,1,2,0.3182,0.87,0.19399999999999998,9
0,1,2,0.3636,0.87,0.0,35
0,1,3,0.3333,0.87,0.1642,113
0,1,3,0.3333,0.87,0.1642,221
0,1,2,0.3485,0.76,0.19399999999999998,185
0,1,2,0.3333,0.71,0.2836,73
0,1,2,0.4091,0.62,0.3881,98
0,1,3,0.3939,0.66,0.2239,80
0,1,3,0.3333,0.76,0.2836,42
0,1,3,0.3182,0.87,0.2239,15
0,1,3,0.3182,0.87,0.2239,25
0,1,2,0.303,0.93,0.2537,60
0,1,3,0.303,0.93,0.2537,148
0,1,3,0.303,0.93,0.2537,62
0,1,3,0.2727,0.93,0.4179,53
0,1,2,0.2727,0.93,0.3284,63
0,1,2,0.2879,0.93,0.2537,54
0,1,2,0.2727,0.93,0.2985,51
0,1,2,0.2879,0.93,0.2239,35
0,0,2,0.2879,0.87,0.2239,31
0,0,2,0.303,0.87,0.1343,20
0,0,2,0.303,0.87,0.2239,17
0,0,3,0.2879,1.0,0.2537,14
0,0,3,0.2727,1.0,0.2537,3
0,0,2,0.2879,0.93,0.2239,5
0,0,2,0.2879,0.93,0.19399999999999998,13
0,0,2,0.303,0.93,0.1642,21
0,0,2,0.303,0.93,0.1642,54
0,0,2,0.3485,0.87,0.1045,98
0,0,2,0.3333,0.87,0.1343,133
0,0,2,0.3636,0.81,0.0,142
0,0,2,0.3485,0.81,0.1343,202
0,0,2,0.3788,0.81,0.0,222
0,0,2,0.3485,0.81,0.1343,212
0,0,2,0.3788,0.87,0.0,201
0,0,2,0.3939,0.82,0.0,191
0,0,2,0.3939,0.82,0.0896,257
0,0,2,0.3939,0.82,0.1045,177
0,0,2,0.3939,0.82,0.1343,130
0,0,2,0.3939,0.87,0.1642,93
0,0,2,0.3485,0.93,0.1343,75
0,0,2,0.3485,0.93,0.1343,87
0,0,2,0.3939,0.87,0.0896,57
0,0,2,0.3939,0.87,0.0896,53
0,0,2,0.3939,0.87,0.1343,37
0,0,2,0.3939,0.87,0.0896,36
0,0,2,0.3939,0.87,0.1343,16
0,0,2,0.3636,0.93,0.1045,5
0,0,2,0.3636,0.93,0.0896,4
0,0,2,0.3636,0.93,0.0896,4
0,0,2,0.3636,1.0,0.0896,10
0,0,2,0.3939,0.94,0.0896,55
0,0,2,0.3939,0.94,0.1343,81
0,0,2,0.4091,0.87,0.0,150
0,0,2,0.4091,0.87,0.1343,202
0,0,2,0.4242,0.88,0.1343,230
